n,times
26582,30326
26583,30240
26584,29879
26585,30234
26586,29932
26587,30518
26588,30234
26589,29754
26590,30130
26591,30144
26592,30169
26593,30430
26594,30249
26595,30421
26596,29755
26597,33604
26598,30030
26599,29734
26600,30098
26601,29970
26602,30278
26603,30211
26604,30296
26605,30008
26606,30075
26607,30284
26608,30057
26609,30063
26610,30046
26611,30191
26612,30263
26613,30183
26614,30203
26615,30143
26616,30317
26617,30152
26618,30078
26619,30046
26620,30341
26621,30305
26622,34761
26623,30260
26624,30439
26625,30450
26626,30110
26627,30042
26628,30210
26629,29932
26630,30295
26631,30143
26632,30157
26633,30135
26634,30233
26635,30606
26636,30282
26637,30217
26638,30154
26639,30255
26640,30108
26641,29990
26642,30448
26643,30017
26644,29980
26645,29933
26646,30367
26647,30643
26648,30431
26649,30424
26650,30247
26651,30141
26652,30216
26653,30095
26654,30642
26655,30167
26656,30052
26657,30101
26658,30196
26659,30134
26660,30636
26661,30559
26662,30663
26663,30114
26664,29968
26665,30076
26666,30387
26667,30317
26668,30231
26669,29888
26670,29964
26671,30054
26672,30142
26673,30009
26674,30528
26675,30281
26676,30192
26677,30030
26678,35213
26679,29935
26680,29982
26681,30652
26682,30339
26683,35741
26684,30187
26685,30348
26686,30556
26687,30192
26688,30121
26689,33278
26690,30104
26691,30103
26692,30202
26693,29950
26694,30261
26695,57185
26696,30660
26697,33826
26698,29920
26699,30065
26700,29925
26701,31161
26702,30241
26703,29974
26704,30254
26705,30536
26706,30406
26707,34285
26708,30359
26709,30110
26710,30329
26711,30060
26712,30222
26713,30412
26714,30148
26715,30197
26716,30362
26717,30080
26718,30250
26719,30427
26720,30517
26721,30170
26722,29979
26723,30211
26724,31135
26725,30395
26726,30366
26727,33805
26728,36945
26729,30160
26730,30429
26731,30036
26732,30154
26733,30126
26734,30637
26735,30371
26736,33604
26737,30177
26738,30441
26739,30209
26740,30236
26741,33524
26742,30096
26743,30267
26744,30175
26745,30242
26746,30219
26747,30353
26748,30486
26749,30414
26750,30393
26751,30442
26752,30711
26753,30549
26754,30028
26755,30250
26756,30163
26757,30422
26758,30658
26759,30860
26760,30744
26761,30625
26762,30605
26763,30461
26764,30377
26765,30238
26766,30020
26767,30119
26768,30138
26769,30115
26770,30241
26771,30476
26772,40194
26773,30284
26774,30451
26775,30437
26776,30107
26777,30122
26778,30065
26779,30075
26780,30342
26781,30562
26782,30262
26783,30531
26784,30206
26785,30199
26786,29856
26787,29958
26788,30490
26789,30137
26790,30133
26791,30232
26792,30344
26793,30672
26794,30678
26795,30279
26796,30187
26797,30111
26798,33318
26799,30470
26800,30538
26801,30336
26802,30090
26803,30205
26804,30401
26805,30374
26806,30166
26807,30091
26808,30131
26809,30067
26810,30152
26811,30197
26812,30309
26813,30636
26814,30654
26815,30573
26816,30405
26817,30421
26818,30349
26819,30159
26820,30437
26821,30573
26822,30640
26823,34498
26824,30599
26825,30741
26826,30652
26827,30427
26828,30307
26829,33039
26830,30246
26831,30392
26832,30341
26833,30392
26834,30318
26835,30714
26836,30529
26837,30594
26838,30348
26839,30245
26840,30299
26841,34204
26842,30292
26843,30496
26844,33194
26845,30266
26846,34625
26847,30269
26848,30880
26849,35635
26850,30635
26851,30789
26852,30563
26853,30322
26854,30722
26855,30498
26856,30259
26857,30689
26858,30385
26859,30334
26860,30437
26861,30349
26862,30672
26863,30611
26864,30921
26865,30730
26866,30675
26867,30350
26868,30708
26869,30690
26870,30443
26871,30826
26872,34109
26873,30369
26874,30578
26875,30548
26876,30547
26877,30624
26878,30413
26879,30460
26880,30346
26881,30341
26882,30501
26883,30238
26884,30240
26885,30321
26886,30343
26887,30563
26888,30625
26889,30394
26890,30524
26891,30416
26892,30733
26893,34526
26894,35861
26895,30603
26896,30547
26897,30400
26898,30387
26899,30635
26900,30580
26901,30615
26902,30585
26903,30452
26904,30285
26905,30667
26906,30747
26907,30400
26908,30440
26909,30765
26910,30565
26911,30762
26912,30534
26913,30427
26914,30486
26915,30694
26916,30514
26917,30627
26918,30361
26919,30594
26920,30542
26921,30799
26922,30581
26923,30356
26924,30387
26925,30568
26926,30870
26927,30552
26928,30636
26929,30592
26930,30942
26931,31278
26932,30659
26933,30599
26934,35667
26935,30279
26936,30368
26937,30280
26938,30567
26939,30973
26940,30444
26941,30515
26942,30830
26943,30642
26944,33563
26945,30634
26946,30347
26947,30127
26948,30395
26949,30372
26950,30378
26951,30403
26952,30638
26953,30591
26954,30537
26955,33962
26956,31062
26957,30789
26958,35495
26959,30505
26960,30241
26961,30522
26962,30401
26963,30500
26964,30305
26965,30324
26966,30375
26967,30327
26968,30498
26969,30727
26970,30471
26971,30294
26972,30284
26973,30243
26974,30089
26975,30326
26976,30469
26977,30299
26978,31039
26979,30408
26980,30291
26981,30654
26982,30569
26983,30421
26984,30564
26985,30499
26986,30594
26987,30471
26988,30661
26989,30940
26990,30459
26991,30523
26992,30594
26993,30362
26994,30341
26995,30490
26996,30525
26997,30341
26998,30319
26999,30416
27000,30183
27001,30643
27002,30541
27003,30478
27004,30355
27005,30441
27006,30213
27007,30290
27008,30292
27009,30564
27010,30244
27011,30189
27012,30188
27013,33216
27014,30408
27015,30559
27016,30995
27017,30303
27018,30406
27019,30607
27020,30357
27021,31408
27022,31315
27023,31231
27024,31138
27025,31337
27026,30865
27027,30458
27028,30701
27029,30849
27030,30520
27031,30336
27032,30509
27033,30276
27034,30686
27035,33851
27036,30691
27037,30502
27038,30329
27039,30624
27040,30742
27041,30803
27042,30718
27043,34130
27044,31176
27045,30658
27046,30423
27047,30548
27048,30380
27049,33875
27050,34736
27051,30388
27052,30558
27053,30718
27054,31151
27055,30832
27056,30837
27057,30553
27058,30493
27059,30250
27060,30465
27061,30744
27062,30749
27063,30494
27064,30859
27065,30474
27066,30835
27067,30613
27068,30545
27069,30732
27070,30906
27071,30358
27072,30497
27073,30605
27074,30935
27075,30669
27076,30602
27077,30979
27078,30305
27079,30277
27080,30503
27081,30561
27082,30825
27083,30747
27084,30738
27085,30674
27086,31182
27087,30634
27088,36093
27089,30721
27090,30539
27091,30418
27092,30890
27093,30799
27094,30475
27095,30702
27096,30517
27097,30791
27098,35748
27099,30663
27100,30522
27101,30384
27102,30183
27103,30219
27104,30368
27105,30262
27106,30479
27107,30365
27108,30526
27109,30473
27110,30418
27111,30466
27112,30505
27113,30596
27114,30571
27115,30573
27116,30464
27117,30622
27118,31108
27119,30741
27120,31119
27121,30844
27122,30998
27123,30409
27124,30285
27125,30517
27126,30619
27127,34018
27128,30627
27129,30422
27130,30472
27131,30351
27132,30375
27133,30509
27134,30647
27135,34442
27136,30520
27137,37389
27138,31216
27139,30829
27140,30905
27141,30433
27142,59922
27143,30520
27144,30591
27145,30746
27146,30923
27147,30809
27148,30733
27149,30449
27150,30202
27151,30777
27152,30720
27153,33960
27154,30791
27155,31067
27156,30784
27157,30835
27158,31053
27159,30479
27160,31048
27161,30524
27162,30386
27163,30605
27164,35936
27165,30947
27166,30403
27167,30371
27168,30559
27169,30693
27170,30790
27171,30814
27172,30569
27173,30849
27174,30636
27175,30919
27176,30731
27177,30800
27178,30974
27179,30685
27180,30707
27181,30967
27182,30472
27183,30642
27184,30829
27185,30631
27186,30719
27187,31042
27188,30644
27189,30875
27190,31005
27191,30630
27192,30529
27193,30300
27194,33216
27195,30560
27196,34605
27197,30641
27198,30538
27199,30543
27200,30751
27201,30867
27202,34816
27203,30954
27204,30937
27205,30723
27206,30765
27207,30876
27208,30868
27209,30870
27210,30936
27211,30728
27212,34982
27213,30776
27214,31067
27215,30946
27216,34409
27217,30950
27218,34383
27219,30827
27220,30743
27221,30844
27222,30672
27223,30713
27224,30690
27225,30664
27226,30939
27227,30455
27228,30714
27229,30839
27230,30515
27231,30995
27232,33606
27233,30603
27234,35929
27235,31054
27236,30716
27237,30612
27238,30463
27239,34281
27240,30470
27241,30802
27242,31129
27243,30991
27244,30855
27245,30784
27246,31139
27247,30543
27248,30802
27249,30846
27250,31547
27251,31179
27252,30871
27253,30870
27254,30960
27255,30885
27256,30662
27257,30521
27258,30653
27259,30936
27260,30699
27261,30901
27262,30664
27263,30728
27264,30973
27265,30629
27266,30904
27267,31028
27268,30864
27269,30807
27270,31071
27271,30784
27272,30775
27273,30757
27274,30758
27275,30534
27276,35117
27277,30822
27278,30609
27279,30456
27280,30467
27281,30552
27282,30484
27283,30682
27284,30447
27285,30753
27286,30786
27287,30480
27288,30656
27289,30660
27290,30532
27291,34126
27292,31264
27293,30793
27294,30978
27295,31232
27296,35781
27297,31050
27298,34363
27299,31555
27300,30767
27301,30708
27302,30700
27303,30492
27304,30589
27305,30545
27306,30735
27307,30960
27308,30660
27309,30796
27310,30543
27311,30913
27312,30709
27313,30897
27314,30984
27315,30573
27316,30732
27317,30669
27318,30990
27319,31149
27320,31058
27321,30938
27322,31042
27323,30846
27324,30725
27325,30835
27326,30931
27327,30999
27328,30938
27329,30741
27330,31288
27331,31386
27332,31341
27333,34889
27334,31118
27335,31027
27336,33911
27337,30822
27338,31077
27339,30593
27340,30916
27341,30959
27342,31113
27343,31199
27344,30962
27345,31278
27346,30885
27347,31083
27348,30905
27349,31070
27350,30677
27351,30461
27352,30840
27353,30860
27354,31055
27355,30806
27356,30725
27357,34486
27358,34917
27359,30961
27360,30694
27361,30763
27362,30778
27363,31171
27364,30721
27365,30883
27366,30930
27367,30545
27368,30602
27369,30859
27370,31162
27371,30863
27372,30694
27373,30757
27374,30825
27375,30815
27376,30777
27377,30984
27378,30907
27379,30796
27380,30849
27381,30864
27382,31104
27383,30740
27384,30726
27385,31103
27386,35133
27387,31143
27388,30775
27389,30782
27390,30981
27391,30993
27392,31069
27393,30961
27394,31100
27395,34509
27396,31115
27397,31177
27398,30941
27399,30808
27400,31355
27401,31132
27402,30821
27403,30867
27404,30988
27405,31344
27406,31019
27407,30994
27408,30782
27409,31239
27410,30914
27411,30761
27412,30783
27413,30996
27414,30872
27415,30962
27416,30756
27417,30831
27418,31061
27419,35450
27420,30937
27421,31447
27422,31275
27423,31329
27424,31258
27425,31226
27426,30867
27427,31044
27428,31139
27429,31111
27430,30990
27431,30782
27432,34153
27433,31103
27434,30965
27435,30866
27436,30986
27437,30975
27438,30871
27439,31001
27440,30783
27441,30747
27442,34665
27443,30730
27444,30855
27445,30999
27446,30761
27447,30976
27448,31118
27449,31009
27450,31134
27451,30903
27452,31062
27453,30872
27454,30919
27455,31134
27456,30984
27457,30966
27458,30914
27459,30682
27460,31102
27461,31217
27462,31005
27463,31000
27464,30712
27465,30960
27466,31249
27467,30686
27468,31013
27469,30913
27470,30862
27471,34580
27472,30966
27473,31112
27474,31172
27475,31008
27476,30935
27477,31013
27478,34169
27479,31559
27480,31198
27481,31150
27482,30927
27483,30818
27484,31007
27485,31136
27486,31408
27487,31189
27488,30928
27489,31239
27490,31403
27491,31176
27492,31058
27493,31465
27494,31072
27495,31646
27496,31516
27497,31435
27498,31505
27499,31700
27500,31791
27501,31294
27502,30977
27503,31545
27504,34271
27505,31139
27506,31002
27507,30982
27508,31320
27509,31165
27510,31696
27511,31715
27512,31488
27513,31104
27514,30880
27515,33863
27516,31202
27517,34559
27518,30863
27519,30768
27520,31032
27521,35648
27522,31230
27523,31048
27524,30995
27525,31025
27526,30954
27527,30858
27528,30870
27529,30995
27530,31209
27531,31240
27532,35694
27533,31005
27534,31221
27535,30967
27536,31113
27537,31179
27538,31174
27539,30959
27540,35291
27541,31035
27542,30924
27543,31256
27544,31090
27545,31349
27546,31055
27547,31284
27548,31338
27549,31366
27550,31304
27551,31298
27552,31495
27553,31562
27554,31531
27555,31292
27556,31324
27557,30980
27558,30758
27559,30954
27560,30877
27561,30982
27562,30882
27563,30874
27564,34726
27565,35030
27566,31252
27567,31632
27568,31308
27569,31256
27570,31352
27571,31003
27572,30807
27573,30828
27574,31074
27575,31086
27576,31626
27577,31216
27578,31053
27579,31457
27580,31526
27581,31470
27582,35025
27583,31549
27584,31686
27585,31740
27586,31787
27587,31258
27588,31452
27589,31048
27590,31258
27591,31765
27592,31077
27593,31511
27594,35759
27595,31140
27596,34393
27597,31355
27598,31175
27599,31180
27600,31589
27601,36891
27602,31659
27603,31263
27604,36467
27605,31102
27606,31258
27607,34210
27608,31111
27609,31830
27610,31280
27611,31261
27612,31148
27613,31120
27614,31175
27615,31268
27616,31119
27617,31039
27618,31277
27619,31326
27620,31214
27621,31258
27622,30978
27623,31303
27624,31058
27625,31021
27626,31153
27627,30893
27628,34525
27629,31120
27630,31221
27631,31017
27632,30766
27633,34810
27634,31014
27635,31372
27636,31270
27637,31394
27638,30974
27639,31539
27640,31148
27641,31206
27642,31190
27643,31618
27644,35075
27645,31457
27646,34045
27647,31161
27648,31271
27649,30908
27650,31201
27651,36009
27652,35591
27653,31403
27654,31147
27655,31094
27656,31180
27657,31458
27658,31052
27659,30919
27660,31066
27661,31169
27662,34454
27663,31102
27664,31274
27665,31483
27666,31184
27667,31211
27668,31065
27669,31107
27670,31208
27671,31412
27672,31281
27673,31422
27674,31456
27675,31578
27676,31429
27677,31343
27678,31556
27679,31251
27680,53049
27681,31102
27682,31156
27683,31330
27684,31312
27685,31086
27686,31155
27687,31117
27688,30981
27689,31005
27690,31021
27691,31093
27692,31432
27693,31223
27694,31541
27695,31386
27696,31589
27697,31277
27698,31136
27699,31241
27700,31732
27701,31155
27702,31654
27703,31077
27704,31385
27705,31076
27706,31191
27707,31189
27708,31173
27709,31720
27710,31490
27711,31750
